False Positive Rate(%), True Positive Rate(%), Thresholds
0.0, 0.0, inf
0.0, 0.003125, 1.1790647506713867
0.0, 0.33125, 0.6264895796775818
0.00625, 0.33125, 0.6241778135299683
0.00625, 0.45625, 0.5511055588722229
0.009375, 0.45625, 0.5506761074066162
0.009375, 0.525, 0.5108753442764282
0.0125, 0.525, 0.5101853013038635
0.0125, 0.53125, 0.507596492767334
0.015625, 0.53125, 0.5065674185752869
0.015625, 0.565625, 0.4861837327480316
0.01875, 0.565625, 0.4830551743507385
0.01875, 0.5875, 0.4689570963382721
0.021875, 0.5875, 0.4678318500518799
0.021875, 0.6, 0.4618925452232361
0.025, 0.6, 0.4600156247615814
0.025, 0.653125, 0.4383835792541504
0.028125, 0.653125, 0.43238988518714905
0.028125, 0.690625, 0.41208159923553467
0.034375, 0.690625, 0.41083618998527527
0.034375, 0.71875, 0.3982389569282532
0.0375, 0.71875, 0.39663347601890564
0.0375, 0.728125, 0.3929181694984436
0.040625, 0.728125, 0.39263027906417847
0.040625, 0.746875, 0.3842329680919647
0.04375, 0.746875, 0.38078245520591736
0.04375, 0.76875, 0.36997243762016296
0.05, 0.76875, 0.36664676666259766
0.05, 0.7875, 0.3601195812225342
0.053125, 0.7875, 0.3592100143432617
0.053125, 0.790625, 0.35812318325042725
0.05625, 0.790625, 0.35801148414611816
0.05625, 0.809375, 0.35115692019462585
0.059375, 0.809375, 0.35038161277770996
0.059375, 0.828125, 0.33805692195892334
0.0625, 0.828125, 0.33665725588798523
0.0625, 0.834375, 0.3290521204471588
0.065625, 0.834375, 0.3284715414047241
0.065625, 0.85, 0.3228752613067627
0.06875, 0.85, 0.32175806164741516
0.06875, 0.859375, 0.31263455748558044
0.071875, 0.859375, 0.3117034435272217
0.071875, 0.86875, 0.3092584013938904
0.075, 0.86875, 0.3082748055458069
0.075, 0.875, 0.3057793974876404
0.078125, 0.875, 0.3043239712715149
0.078125, 0.878125, 0.2975844442844391
0.084375, 0.878125, 0.2958926856517792
0.084375, 0.8875, 0.2900258004665375
0.0875, 0.8875, 0.2890760600566864
0.0875, 0.9, 0.28645840287208557
0.090625, 0.9, 0.283389151096344
0.090625, 0.903125, 0.2800096869468689
0.09375, 0.903125, 0.2799590229988098
0.09375, 0.90625, 0.27981168031692505
0.103125, 0.90625, 0.2749605178833008
0.103125, 0.915625, 0.2734435796737671
0.115625, 0.915625, 0.2682088315486908
0.115625, 0.91875, 0.26793450117111206
0.11875, 0.91875, 0.26497599482536316
0.11875, 0.921875, 0.26426035165786743
0.128125, 0.921875, 0.26104944944381714
0.128125, 0.925, 0.2604587972164154
0.134375, 0.925, 0.2585926651954651
0.134375, 0.934375, 0.2557913362979889
0.1375, 0.934375, 0.25380459427833557
0.1375, 0.9375, 0.25369367003440857
0.140625, 0.9375, 0.2526765763759613
0.140625, 0.940625, 0.25192543864250183
0.14375, 0.940625, 0.25108692049980164
0.14375, 0.94375, 0.2506631016731262
0.153125, 0.94375, 0.24842490255832672
0.153125, 0.946875, 0.24677474796772003
0.159375, 0.946875, 0.24272353947162628
0.159375, 0.953125, 0.2390005737543106
0.1625, 0.953125, 0.23847685754299164
0.1625, 0.95625, 0.23634086549282074
0.16875, 0.95625, 0.23372028768062592
0.16875, 0.9625, 0.23172470927238464
0.178125, 0.9625, 0.22925855219364166
0.178125, 0.965625, 0.22842435538768768
0.190625, 0.965625, 0.2270713746547699
0.190625, 0.978125, 0.22055932879447937
0.228125, 0.978125, 0.20851056277751923
0.228125, 0.98125, 0.20756755769252777
0.275, 0.98125, 0.19092552363872528
0.275, 0.984375, 0.1904425173997879
0.278125, 0.984375, 0.18928740918636322
0.278125, 0.9875, 0.1886363923549652
0.35, 0.9875, 0.1726343035697937
0.35, 0.990625, 0.17179858684539795
0.4875, 0.990625, 0.14612625539302826
0.4875, 0.99375, 0.1460755318403244
0.496875, 0.99375, 0.14513833820819855
0.496875, 0.996875, 0.14448747038841248
0.725, 0.996875, 0.11149873584508896
0.725, 1.0, 0.11142678558826447
0.99375, 1.0, 0.045692913234233856
1.0, 1.0, 0.0003162277571391314
