False Positive Rate(%), True Positive Rate(%), Thresholds
0.0, 0.0, inf
0.0, 0.01, 0.8891226649284363
0.0, 0.03, 0.7765493392944336
0.01, 0.03, 0.7678771018981934
0.01, 0.35, 0.36846742033958435
0.02, 0.35, 0.36593014001846313
0.02, 0.59, 0.3008359372615814
0.03, 0.59, 0.2983761429786682
0.03, 0.7, 0.26945120096206665
0.04, 0.7, 0.26866915822029114
0.04, 0.72, 0.26197242736816406
0.06, 0.72, 0.2568061947822571
0.06, 0.78, 0.2412649393081665
0.07, 0.78, 0.23912155628204346
0.07, 0.82, 0.23055100440979004
0.09, 0.82, 0.2249668687582016
0.09, 0.84, 0.21834367513656616
0.11, 0.84, 0.21467794477939606
0.11, 0.86, 0.21388770639896393
0.12, 0.86, 0.21164096891880035
0.12, 0.87, 0.2113495022058487
0.13, 0.87, 0.20970450341701508
0.13, 0.88, 0.20745718479156494
0.16, 0.88, 0.19719532132148743
0.16, 0.91, 0.19249002635478973
0.18, 0.91, 0.18621478974819183
0.18, 0.94, 0.1796911507844925
0.19, 0.94, 0.17539316415786743
0.19, 0.95, 0.17485499382019043
0.27, 0.95, 0.16464713215827942
0.27, 0.96, 0.1640438437461853
0.29, 0.96, 0.1594252586364746
0.29, 0.97, 0.1589377224445343
0.33, 0.97, 0.1485321968793869
0.33, 1.0, 0.1459403783082962
1.0, 1.0, 0.037931933999061584
