False Positive Rate(%), True Positive Rate(%), Thresholds
0.0, 0.0, inf
0.0, 0.01, 0.662878692150116
0.0, 0.32, 0.27071213722229004
0.01, 0.32, 0.2701876163482666
0.01, 0.38, 0.24952144920825958
0.02, 0.38, 0.24722851812839508
0.02, 0.39, 0.2467014193534851
0.03, 0.39, 0.24569746851921082
0.03, 0.42, 0.23812372982501984
0.04, 0.42, 0.23754911124706268
0.04, 0.62, 0.1999240666627884
0.05, 0.62, 0.19962547719478607
0.05, 0.71, 0.18856264650821686
0.06, 0.71, 0.18726617097854614
0.06, 0.74, 0.17517469823360443
0.07, 0.74, 0.17511892318725586
0.07, 0.76, 0.17366819083690643
0.08, 0.76, 0.17268887162208557
0.08, 0.77, 0.17193377017974854
0.09, 0.77, 0.17148280143737793
0.09, 0.79, 0.17106211185455322
0.1, 0.79, 0.17045952379703522
0.1, 0.8, 0.16896528005599976
0.12, 0.8, 0.16888782382011414
0.12, 0.82, 0.16633157432079315
0.13, 0.82, 0.16426783800125122
0.13, 0.83, 0.15974079072475433
0.15, 0.83, 0.15744782984256744
0.15, 0.84, 0.15659058094024658
0.16, 0.84, 0.1565239131450653
0.16, 0.85, 0.15358908474445343
0.17, 0.85, 0.15227466821670532
0.17, 0.88, 0.1455983817577362
0.19, 0.88, 0.14532558619976044
0.19, 0.89, 0.14481580257415771
0.23, 0.89, 0.139733225107193
0.23, 0.9, 0.13934415578842163
0.24, 0.9, 0.13723035156726837
0.24, 0.91, 0.1363958865404129
0.26, 0.91, 0.13274423778057098
0.26, 0.92, 0.13183316588401794
0.27, 0.92, 0.1318083256483078
0.27, 0.93, 0.129738911986351
0.29, 0.93, 0.12498364597558975
0.29, 0.95, 0.12375222891569138
0.3, 0.95, 0.12340517342090607
0.3, 0.96, 0.12084558606147766
0.32, 0.96, 0.1194397583603859
0.32, 0.97, 0.11859314143657684
0.33, 0.97, 0.11824386566877365
0.33, 0.98, 0.11771358549594879
0.44, 0.98, 0.10486071556806564
0.44, 0.99, 0.10432431101799011
0.69, 0.99, 0.08327842503786087
0.69, 1.0, 0.08263099193572998
1.0, 1.0, 0.04142796993255615
