False Positive Rate(%), False Negative Rate(%), Thresholds
0.0, 1.0, inf
0.0, 0.996875, 1.0199439525604248
0.0, 0.99375, 0.9920359253883362
0.003125, 0.99375, 0.9302380681037903
0.003125, 0.8625, 0.6324716806411743
0.00625, 0.8625, 0.6288911700248718
0.00625, 0.75625, 0.51937335729599
0.009375, 0.75625, 0.5154938697814941
0.009375, 0.740625, 0.4986934959888458
0.0125, 0.740625, 0.4986814856529236
0.0125, 0.71875, 0.4649239778518677
0.015625, 0.71875, 0.4634418785572052
0.015625, 0.69375, 0.44254931807518005
0.01875, 0.69375, 0.44251665472984314
0.01875, 0.66875, 0.4329296052455902
0.021875, 0.66875, 0.4325452446937561
0.021875, 0.621875, 0.39859139919281006
0.025, 0.621875, 0.39682117104530334
0.025, 0.6, 0.3766666650772095
0.028125, 0.6, 0.3764042854309082
0.028125, 0.59375, 0.3715282380580902
0.03125, 0.59375, 0.3689272999763489
0.03125, 0.578125, 0.36360350251197815
0.0375, 0.578125, 0.3599260151386261
0.0375, 0.565625, 0.3558250069618225
0.040625, 0.565625, 0.35435986518859863
0.040625, 0.55625, 0.34775781631469727
0.04375, 0.55625, 0.34469714760780334
0.04375, 0.553125, 0.3435821533203125
0.046875, 0.553125, 0.3422185480594635
0.046875, 0.5375, 0.3337215781211853
0.05, 0.5375, 0.3337116241455078
0.05, 0.534375, 0.331344336271286
0.053125, 0.534375, 0.32892414927482605
0.053125, 0.484375, 0.313953697681427
0.05625, 0.484375, 0.31185007095336914
0.05625, 0.475, 0.31087416410446167
0.059375, 0.475, 0.3104681968688965
0.059375, 0.47187500000000004, 0.30733567476272583
0.0625, 0.47187500000000004, 0.3068467676639557
0.0625, 0.46562499999999996, 0.30556243658065796
0.065625, 0.46562499999999996, 0.30517351627349854
0.065625, 0.453125, 0.3003990650177002
0.06875, 0.453125, 0.30010145902633667
0.06875, 0.44999999999999996, 0.2973134517669678
0.071875, 0.44999999999999996, 0.29693859815597534
0.071875, 0.44375, 0.2927434742450714
0.075, 0.44375, 0.29268935322761536
0.075, 0.43437499999999996, 0.2922828793525696
0.078125, 0.43437499999999996, 0.29177284240722656
0.078125, 0.43125, 0.2904582917690277
0.084375, 0.43125, 0.28760120272636414
0.084375, 0.42500000000000004, 0.28680619597435
0.0875, 0.42500000000000004, 0.28621089458465576
0.0875, 0.41874999999999996, 0.2832006514072418
0.09375, 0.41874999999999996, 0.28056010603904724
0.09375, 0.40937500000000004, 0.2784624993801117
0.1, 0.40937500000000004, 0.27671608328819275
0.1, 0.396875, 0.27433785796165466
0.103125, 0.396875, 0.2716062664985657
0.103125, 0.384375, 0.2668430507183075
0.10625, 0.384375, 0.26629549264907837
0.10625, 0.37812500000000004, 0.26336076855659485
0.109375, 0.37812500000000004, 0.26170316338539124
0.109375, 0.353125, 0.2517061233520508
0.1125, 0.353125, 0.2514297664165497
0.1125, 0.35, 0.248603954911232
0.115625, 0.35, 0.24759867787361145
0.115625, 0.3375, 0.24197551608085632
0.11875, 0.3375, 0.2413884401321411
0.11875, 0.334375, 0.24135304987430573
0.125, 0.334375, 0.24086174368858337
0.125, 0.321875, 0.23527862131595612
0.1375, 0.321875, 0.23045937716960907
0.1375, 0.31875, 0.22977645695209503
0.140625, 0.31875, 0.22894303500652313
0.140625, 0.30000000000000004, 0.2238396555185318
0.14375, 0.30000000000000004, 0.22379718720912933
0.14375, 0.29374999999999996, 0.2223730981349945
0.146875, 0.29374999999999996, 0.2220425009727478
0.146875, 0.290625, 0.22103047370910645
0.15, 0.290625, 0.2201964259147644
0.15, 0.28437500000000004, 0.2147391140460968
0.15625, 0.28437500000000004, 0.21231475472450256
0.15625, 0.28125, 0.21185466647148132
0.1625, 0.28125, 0.21016722917556763
0.1625, 0.27812499999999996, 0.20892584323883057
0.165625, 0.27812499999999996, 0.20878371596336365
0.165625, 0.275, 0.20797857642173767
0.16875, 0.275, 0.20776373147964478
0.16875, 0.26249999999999996, 0.20644716918468475
0.184375, 0.26249999999999996, 0.19919493794441223
0.184375, 0.259375, 0.19908149540424347
0.1875, 0.259375, 0.19815032184123993
0.1875, 0.25, 0.19755232334136963
0.190625, 0.25, 0.19601298868656158
0.190625, 0.24687499999999996, 0.19465598464012146
0.19375, 0.24687499999999996, 0.19389384984970093
0.19375, 0.24375000000000002, 0.19334889948368073
0.196875, 0.24375000000000002, 0.19113852083683014
0.196875, 0.24062499999999998, 0.18949152529239655
0.203125, 0.24062499999999998, 0.1893164962530136
0.203125, 0.23750000000000004, 0.1891423612833023
0.215625, 0.23750000000000004, 0.18719622492790222
0.215625, 0.234375, 0.18682347238063812
0.21875, 0.234375, 0.18680259585380554
0.21875, 0.23124999999999996, 0.1864611953496933
0.221875, 0.23124999999999996, 0.18641899526119232
0.221875, 0.22499999999999998, 0.18581394851207733
0.234375, 0.22499999999999998, 0.18163664638996124
0.234375, 0.22187500000000004, 0.18120701611042023
0.24375, 0.22187500000000004, 0.17854616045951843
0.24375, 0.21562499999999996, 0.1781408041715622
0.246875, 0.21562499999999996, 0.1770605593919754
0.246875, 0.20937499999999998, 0.17617450654506683
0.265625, 0.20937499999999998, 0.17302662134170532
0.265625, 0.20625000000000004, 0.17241665720939636
0.26875, 0.20625000000000004, 0.17236833274364471
0.26875, 0.203125, 0.1721174716949463
0.28125, 0.203125, 0.16929137706756592
0.28125, 0.19687500000000002, 0.1687004715204239
0.290625, 0.19687500000000002, 0.16734495759010315
0.290625, 0.1875, 0.16625970602035522
0.29375, 0.1875, 0.16610349714756012
