False Positive Rate(%), True Positive Rate(%), Thresholds
0.0, 0.0, inf
0.0, 0.01, 1.000226616859436
0.0, 0.03, 0.6650032997131348
0.01, 0.03, 0.663974940776825
0.01, 0.39, 0.3239976465702057
0.02, 0.39, 0.3220761716365814
0.02, 0.44, 0.29221367835998535
0.03, 0.44, 0.291921466588974
0.03, 0.6, 0.2125866860151291
0.04, 0.6, 0.2082521766424179
0.04, 0.74, 0.17603816092014313
0.05, 0.74, 0.17569021880626678
0.05, 0.75, 0.16795042157173157
0.07, 0.75, 0.16512154042720795
0.07, 0.79, 0.16153907775878906
0.08, 0.79, 0.1594535857439041
0.08, 0.81, 0.15639230608940125
0.09, 0.81, 0.1545131355524063
0.09, 0.83, 0.15399624407291412
0.12, 0.83, 0.1368870735168457
0.12, 0.87, 0.12853287160396576
0.14, 0.87, 0.12046986073255539
0.14, 0.88, 0.11982915550470352
0.15, 0.88, 0.11766817420721054
0.15, 0.92, 0.11532679200172424
0.16, 0.92, 0.11315011233091354
0.16, 0.94, 0.11173556745052338
0.2, 0.94, 0.0992136001586914
0.2, 0.95, 0.09685152769088745
0.26, 0.95, 0.09080331027507782
0.26, 0.96, 0.09072516858577728
0.27, 0.96, 0.08992936462163925
0.27, 0.98, 0.0837259516119957
0.52, 0.98, 0.061794936656951904
0.52, 0.99, 0.06140746921300888
0.54, 0.99, 0.059343431144952774
0.54, 1.0, 0.058825407177209854
1.0, 1.0, 0.013081977143883705
