Score Type,Score
Genuine,0.1903367042541504
Genuine,0.17771457135677338
Genuine,0.13251172006130219
Genuine,0.13955138623714447
Genuine,0.1791224628686905
Genuine,0.11172252893447876
Genuine,0.103029265999794
Genuine,0.16146579384803772
Genuine,0.08435018360614777
Genuine,0.14249730110168457
Genuine,0.13681340217590332
Genuine,0.08200027048587799
Genuine,0.12009068578481674
Genuine,0.1059497743844986
Genuine,0.20252875983715057
Genuine,0.21090158820152283
Genuine,0.12314283102750778
Genuine,0.07084862142801285
Genuine,0.10438921302556992
Genuine,0.0568852499127388
Genuine,0.10564380884170532
Genuine,0.10339900106191635
Genuine,0.10053268074989319
Genuine,0.22885839641094208
Genuine,0.17714731395244598
Genuine,0.18977290391921997
Genuine,0.2964826226234436
Genuine,0.23819424211978912
Genuine,0.16083085536956787
Genuine,0.18568305671215057
Genuine,0.24259066581726074
Genuine,0.2776574194431305
Genuine,0.17765679955482483
Genuine,0.10172304511070251
Genuine,0.25670892000198364
Genuine,0.15838073194026947
Genuine,0.0907234475016594
Genuine,0.14848592877388
Genuine,0.22002200782299042
Genuine,0.08697818219661713
Genuine,0.27278658747673035
Genuine,0.341661661863327
Genuine,0.22309070825576782
Genuine,0.11589645594358444
Genuine,0.1568271964788437
Genuine,0.10228203982114792
Genuine,0.09874345362186432
Genuine,0.10194697976112366
Genuine,0.10818057507276535
Genuine,0.06971462070941925
Genuine,0.06327318400144577
Genuine,0.13281317055225372
Genuine,0.14005669951438904
Genuine,0.11945119500160217
Genuine,0.22004510462284088
Genuine,0.11710882186889648
Genuine,0.07335879653692245
Genuine,0.12281882017850876
Genuine,0.09258268773555756
Genuine,0.10109324753284454
Genuine,0.06974486261606216
Genuine,0.08497726172208786
Genuine,0.13013868033885956
Genuine,0.14201797544956207
Genuine,0.06403683871030807
Genuine,0.06549689173698425
Genuine,0.10800952464342117
Genuine,0.09835845977067947
Genuine,0.10216818749904633
Genuine,0.11334149539470673
Genuine,0.21868515014648438
Genuine,0.1361309140920639
Genuine,0.14228913187980652
Genuine,0.06947547942399979
Genuine,0.08391949534416199
Genuine,0.0633939728140831
Genuine,0.22504198551177979
Genuine,0.06892047822475433
Genuine,0.07781494408845901
Genuine,0.1491917371749878
Genuine,0.07405377924442291
Genuine,0.06009427085518837
Genuine,0.0749649703502655
Genuine,0.1416081190109253
Genuine,0.14878113567829132
Genuine,0.08464072644710541
Genuine,0.10111413151025772
Genuine,0.2418568879365921
Genuine,0.10903163254261017
Genuine,0.09132345020771027
Genuine,0.0869058147072792
Genuine,0.13823844492435455
Genuine,0.07638612389564514
Genuine,0.1833554208278656
Genuine,0.14391595125198364
Genuine,0.16938483715057373
Genuine,0.21541593968868256
Genuine,0.6830849647521973
Genuine,0.13045303523540497
Genuine,0.15409761667251587
Genuine,0.07928585261106491
Genuine,0.1212475597858429
Genuine,0.08512549847364426
Genuine,0.08819401264190674
Genuine,0.06929469853639603
Genuine,0.12701359391212463
Genuine,0.1354587823152542
Genuine,0.07988698035478592
Genuine,0.08910956978797913
Genuine,0.22466428577899933
Genuine,0.12274295091629028
Genuine,0.08005993068218231
Genuine,0.09605635702610016
Genuine,0.038785822689533234
Genuine,0.19515958428382874
Genuine,0.16377048194408417
Genuine,0.08097048848867416
Genuine,0.13519759476184845
Genuine,0.20697900652885437
Genuine,0.12274011969566345
Impostor,1.3651443719863892
Impostor,1.5780725479125977
Impostor,1.1720689535140991
Impostor,0.9708741903305054
Impostor,1.1535260677337646
Impostor,0.9401119947433472
Impostor,1.3061853647232056
Impostor,1.2697571516036987
Impostor,0.8257452249526978
Impostor,0.6935498714447021
Impostor,0.611859917640686
Impostor,0.8149452805519104
Impostor,0.8533478379249573
Impostor,1.0155478715896606
Impostor,1.017067313194275
Impostor,1.5113428831100464
Impostor,0.933972954750061
Impostor,0.9699018001556396
Impostor,1.1060779094696045
Impostor,0.3774040937423706
Impostor,1.2633042335510254
Impostor,0.8747526407241821
Impostor,0.6736350655555725
Impostor,0.8980668187141418
Impostor,0.7717240452766418
Impostor,0.40797242522239685
Impostor,1.3827215433120728
Impostor,1.2085020542144775
Impostor,0.8436959981918335
Impostor,1.1302134990692139
Impostor,0.7060225009918213
Impostor,0.8159661889076233
Impostor,1.0109260082244873
Impostor,1.4959816932678223
Impostor,0.840735912322998
Impostor,0.608957827091217
Impostor,1.0962824821472168
Impostor,1.481675148010254
Impostor,0.4037594795227051
Impostor,1.365065097808838
Impostor,1.9309349060058594
Impostor,0.9110370874404907
Impostor,1.0076359510421753
Impostor,0.8953434824943542
Impostor,1.2517194747924805
Impostor,1.0871721506118774
Impostor,1.5120782852172852
Impostor,0.623701274394989
Impostor,1.5148454904556274
Impostor,0.9921714663505554
Impostor,1.22422456741333
Impostor,1.0640047788619995
Impostor,0.41798654198646545
Impostor,0.4834277331829071
Impostor,1.0780808925628662
Impostor,1.1460100412368774
Impostor,0.477534681558609
Impostor,0.6191545128822327
Impostor,0.8160254955291748
Impostor,1.4193599224090576
Impostor,1.359283447265625
Impostor,1.4898898601531982
Impostor,1.5793941020965576
Impostor,1.3349980115890503
Impostor,1.0634453296661377
Impostor,1.1906474828720093
Impostor,0.8310009837150574
Impostor,1.12283456325531
Impostor,1.1658575534820557
Impostor,0.9125707149505615
Impostor,0.8514406085014343
Impostor,1.082987666130066
Impostor,1.1667243242263794
Impostor,1.1713734865188599
Impostor,1.3897892236709595
Impostor,1.2942625284194946
Impostor,1.2408500909805298
Impostor,1.4605469703674316
Impostor,1.1950163841247559
Impostor,0.911942183971405
Impostor,1.0673567056655884
Impostor,0.8834155797958374
Impostor,1.1586655378341675
Impostor,0.8156892657279968
Impostor,1.2796733379364014
Impostor,1.061856746673584
Impostor,1.5675102472305298
Impostor,1.1623204946517944
Impostor,1.2805644273757935
Impostor,0.9605059623718262
Impostor,1.164111614227295
Impostor,1.027471899986267
Impostor,1.2701586484909058
Impostor,1.1087201833724976
Impostor,0.8602790832519531
Impostor,0.8809186220169067
Impostor,1.01744544506073
Impostor,0.9303060173988342
Impostor,1.416547417640686
Impostor,1.6658316850662231
Impostor,1.0945993661880493
Impostor,0.48032209277153015
Impostor,1.35565185546875
Impostor,0.940237820148468
Impostor,1.2488771677017212
Impostor,0.8810524940490723
Impostor,1.2628542184829712
Impostor,0.9586267471313477
Impostor,0.9730222821235657
Impostor,1.5400471687316895
Impostor,1.368567943572998
Impostor,0.8789674639701843
Impostor,0.9609234929084778
Impostor,1.0964672565460205
Impostor,1.1161645650863647
Impostor,0.6612071394920349
Impostor,0.8752079010009766
Impostor,0.8662550449371338
Impostor,1.2648794651031494
Impostor,0.9217718243598938
