False Positive Rate(%), False Negative Rate(%), Thresholds
0.0, 1.0, inf
0.0, 0.9916666666666667, 3.881892681121826
0.0, 0.09166666666666667, 0.6110284924507141
0.008333333333333333, 0.09166666666666667, 0.5669510960578918
0.008333333333333333, 0.033333333333333326, 0.401971697807312
0.016666666666666666, 0.033333333333333326, 0.3431592583656311
0.016666666666666666, 0.025000000000000022, 0.31187164783477783
0.025, 0.025000000000000022, 0.30966800451278687
0.025, 0.008333333333333304, 0.2681634724140167
0.1, 0.008333333333333304, 0.18698658049106598
0.1, 0.0, 0.17528948187828064
1.0, 0.0, 0.011786308139562607
