False Positive Rate(%), True Positive Rate(%), Thresholds
0.0, 0.0, inf
0.0, 0.008333333333333333, 2.033609390258789
0.0, 0.44166666666666665, 1.2982354164123535
0.008333333333333333, 0.44166666666666665, 1.297583818435669
0.008333333333333333, 0.8333333333333334, 0.591785192489624
0.016666666666666666, 0.8333333333333334, 0.5666932463645935
0.016666666666666666, 0.9083333333333333, 0.4423632323741913
0.041666666666666664, 0.9083333333333333, 0.38925468921661377
0.041666666666666664, 0.9166666666666666, 0.36400648951530457
0.05, 0.9166666666666666, 0.36143290996551514
0.05, 0.9333333333333333, 0.3341884911060333
0.058333333333333334, 0.9333333333333333, 0.3320738673210144
0.058333333333333334, 0.9416666666666667, 0.30104267597198486
0.09166666666666666, 0.9416666666666667, 0.276218056678772
0.09166666666666666, 0.95, 0.2743333578109741
0.1, 0.95, 0.2673652172088623
0.1, 0.9583333333333334, 0.2658534646034241
0.14166666666666666, 0.9583333333333334, 0.2487425059080124
0.14166666666666666, 0.9666666666666667, 0.2425585240125656
0.15, 0.9666666666666667, 0.2363959401845932
0.15, 0.9916666666666667, 0.22793522477149963
0.19166666666666668, 0.9916666666666667, 0.18215979635715485
0.19166666666666668, 1.0, 0.18118099868297577
1.0, 1.0, 0.01777735911309719
