False Positive Rate(%), False Negative Rate(%), Thresholds
0.0, 1.0, inf
0.0, 0.996875, 1.4099435806274414
0.0, 0.428125, 0.4746420681476593
0.003125, 0.428125, 0.47214990854263306
0.003125, 0.384375, 0.4351145625114441
0.00625, 0.384375, 0.43390318751335144
0.00625, 0.36875, 0.4199959337711334
0.009375, 0.36875, 0.419696569442749
0.009375, 0.34687500000000004, 0.40189558267593384
0.0125, 0.34687500000000004, 0.40058356523513794
0.0125, 0.31562500000000004, 0.3893641233444214
0.015625, 0.31562500000000004, 0.38866502046585083
0.015625, 0.296875, 0.38169705867767334
0.021875, 0.296875, 0.3809833824634552
0.021875, 0.290625, 0.3784446120262146
0.028125, 0.290625, 0.37335288524627686
0.028125, 0.24062499999999998, 0.35444846749305725
0.03125, 0.24062499999999998, 0.35308560729026794
0.03125, 0.22187500000000004, 0.3384064733982086
0.0375, 0.22187500000000004, 0.33426278829574585
0.0375, 0.21562499999999996, 0.3317040205001831
0.040625, 0.21562499999999996, 0.32727211713790894
0.040625, 0.203125, 0.31902647018432617
0.04375, 0.203125, 0.3159430921077728
0.04375, 0.17812499999999998, 0.2977004051208496
0.046875, 0.17812499999999998, 0.2942507565021515
0.046875, 0.15625, 0.28305983543395996
0.05, 0.15625, 0.2797252833843231
0.05, 0.15312499999999996, 0.2794632315635681
0.053125, 0.15312499999999996, 0.27453678846359253
0.053125, 0.14687499999999998, 0.27112236618995667
0.05625, 0.14687499999999998, 0.2709759473800659
0.05625, 0.13124999999999998, 0.26663675904273987
0.059375, 0.13124999999999998, 0.2658345699310303
0.059375, 0.12812500000000004, 0.2651241421699524
0.0625, 0.12812500000000004, 0.26453232765197754
0.0625, 0.11562499999999998, 0.2552517056465149
0.06875, 0.11562499999999998, 0.2522163391113281
0.06875, 0.11250000000000004, 0.250188410282135
0.071875, 0.11250000000000004, 0.24897246062755585
0.071875, 0.10312500000000002, 0.24439378082752228
0.075, 0.10312500000000002, 0.24220769107341766
0.075, 0.08750000000000002, 0.23313382267951965
0.078125, 0.08750000000000002, 0.2309575080871582
0.078125, 0.08125000000000004, 0.2275085151195526
0.08125, 0.08125000000000004, 0.22496120631694794
0.08125, 0.07499999999999996, 0.2231169044971466
0.09375, 0.07499999999999996, 0.2200859636068344
0.09375, 0.06874999999999998, 0.21834887564182281
0.1, 0.06874999999999998, 0.21673576533794403
0.1, 0.059374999999999956, 0.21347860991954803
0.103125, 0.059374999999999956, 0.2119629979133606
0.103125, 0.050000000000000044, 0.2078067809343338
0.10625, 0.050000000000000044, 0.20686455070972443
0.10625, 0.046875, 0.20241495966911316
0.109375, 0.046875, 0.20201729238033295
0.109375, 0.043749999999999956, 0.20118851959705353
0.1125, 0.043749999999999956, 0.20055201649665833
0.1125, 0.03749999999999998, 0.19840747117996216
0.128125, 0.03749999999999998, 0.1917172074317932
0.128125, 0.034375000000000044, 0.19152489304542542
0.15625, 0.034375000000000044, 0.17782646417617798
0.15625, 0.03125, 0.1769067645072937
0.1625, 0.03125, 0.17508037388324738
0.1625, 0.028124999999999956, 0.1744455248117447
0.165625, 0.028124999999999956, 0.174232617020607
0.165625, 0.025000000000000022, 0.17346324026584625
0.175, 0.025000000000000022, 0.17095407843589783
0.175, 0.021874999999999978, 0.16697926819324493
0.190625, 0.021874999999999978, 0.16429419815540314
0.190625, 0.018750000000000044, 0.16417573392391205
0.284375, 0.018750000000000044, 0.13699743151664734
0.284375, 0.015625, 0.13547000288963318
0.353125, 0.015625, 0.12258148938417435
0.353125, 0.012499999999999956, 0.12245560437440872
0.4, 0.012499999999999956, 0.11354366689920425
0.4, 0.009375000000000022, 0.11345437914133072
0.403125, 0.009375000000000022, 0.11345145851373672
0.403125, 0.006249999999999978, 0.11222055554389954
0.453125, 0.006249999999999978, 0.10592914372682571
0.453125, 0.0031250000000000444, 0.10592204332351685
0.496875, 0.0031250000000000444, 0.09756791591644287
0.496875, 0.0, 0.09749393910169601
0.99375, 0.0, 0.025156209245324135
1.0, 0.0, 0.0003162277571391314
