Score Type,Score
Genuine,0.10022662580013275
Genuine,0.10594169795513153
Genuine,0.10150594264268875
Genuine,0.07032344490289688
Genuine,0.09626422822475433
Genuine,0.031218944117426872
Genuine,0.09533620625734329
Genuine,0.11926960200071335
Genuine,0.05988891422748566
Genuine,0.049640025943517685
Genuine,0.0792887881398201
Genuine,0.06477013975381851
Genuine,0.06213367357850075
Genuine,0.14607615768909454
Genuine,0.041496116667985916
Genuine,0.1077391728758812
Genuine,0.048222385346889496
Genuine,0.019445927813649178
Genuine,0.06259893625974655
Genuine,0.03679395094513893
Genuine,0.03268536180257797
Genuine,0.06163785979151726
Genuine,0.0600261390209198
Genuine,0.05828537046909332
Genuine,0.10965848714113235
Genuine,0.11020171642303467
Genuine,0.0985516607761383
Genuine,0.0848001092672348
Genuine,0.06767673045396805
Genuine,0.3504922389984131
Genuine,0.1703881472349167
Genuine,0.21481835842132568
Genuine,0.08099596202373505
Genuine,0.06900698691606522
Genuine,0.04156840220093727
Genuine,0.07590342313051224
Genuine,0.1079520657658577
Genuine,0.19369827210903168
Genuine,0.10303756594657898
Genuine,0.12048543989658356
Genuine,0.05466201901435852
Genuine,0.17435044050216675
Genuine,0.14172834157943726
Genuine,0.11439761519432068
Genuine,0.10713255405426025
Genuine,0.08720594644546509
Genuine,0.03895249590277672
Genuine,0.032354533672332764
Genuine,0.04378373175859451
Genuine,0.030028222128748894
Genuine,0.06070202589035034
Genuine,0.053637340664863586
Genuine,0.06981926411390305
Genuine,0.08837239444255829
Genuine,0.11147099733352661
Genuine,0.04534086957573891
Genuine,0.04738277196884155
Genuine,0.03868095204234123
Genuine,0.06220586970448494
Genuine,0.03369868919253349
Genuine,0.02308467961847782
Genuine,0.09502995759248734
Genuine,0.055064283311367035
Genuine,0.08166487514972687
Genuine,0.06849677115678787
Genuine,0.1171342059969902
Genuine,0.05173833668231964
Genuine,0.05947333201766014
Genuine,0.0723649337887764
Genuine,0.03135434165596962
Genuine,0.06506113708019257
Genuine,0.05641579255461693
Genuine,0.11325506865978241
Genuine,0.058946941047906876
Genuine,0.03910891339182854
Genuine,0.061592936515808105
Genuine,0.10308519750833511
Genuine,0.0500151701271534
Genuine,0.05300820246338844
Genuine,0.06316269934177399
Genuine,0.022255903109908104
Genuine,0.03972143679857254
Genuine,0.04296472296118736
Genuine,0.02734917774796486
Genuine,0.02454506792128086
Genuine,0.049418430775403976
Genuine,0.06781371682882309
Genuine,0.3344888687133789
Genuine,0.04353759437799454
Genuine,0.13147598505020142
Genuine,0.02229735441505909
Genuine,0.030695967376232147
Genuine,0.04622136801481247
Genuine,0.02430480718612671
Genuine,0.03276446461677551
Genuine,0.06552250683307648
Genuine,0.04709535464644432
Genuine,0.11444545537233353
Genuine,0.09751330316066742
Genuine,0.022445721551775932
Genuine,0.01815456710755825
Genuine,0.06396382302045822
Genuine,0.04378078877925873
Genuine,0.05324689671397209
Genuine,0.02213316038250923
Genuine,0.061507679522037506
Genuine,0.061739481985569
Genuine,0.06200982257723808
Genuine,0.08107610791921616
Genuine,0.10080617666244507
Genuine,0.07951502501964569
Genuine,0.027301592752337456
Genuine,0.047928694635629654
Genuine,0.0331193245947361
Genuine,0.08765960484743118
Genuine,0.05694837123155594
Genuine,0.053014494478702545
Genuine,0.02492334507405758
Genuine,0.07464908063411713
Genuine,0.03575139492750168
Impostor,1.8230023384094238
Impostor,0.9996127486228943
Impostor,1.485807180404663
Impostor,0.6888315677642822
Impostor,0.904399573802948
