False Positive Rate(%), True Positive Rate(%), Thresholds
0.0, 0.0, inf
0.0, 0.003125, 1.2888193130493164
0.003125, 0.003125, 1.1144407987594604
0.003125, 0.0875, 0.7638276815414429
0.00625, 0.0875, 0.7566631436347961
0.00625, 0.090625, 0.7432513236999512
0.009375, 0.090625, 0.7416802048683167
0.009375, 0.1125, 0.6884060502052307
0.0125, 0.1125, 0.687337338924408
0.0125, 0.11875, 0.6782228350639343
0.015625, 0.11875, 0.677872359752655
0.015625, 0.190625, 0.6048955321311951
0.01875, 0.190625, 0.6046470403671265
0.01875, 0.221875, 0.5751886367797852
0.021875, 0.221875, 0.5721532702445984
0.021875, 0.228125, 0.5630818605422974
0.025, 0.228125, 0.5623852610588074
0.025, 0.278125, 0.511695921421051
0.028125, 0.278125, 0.5116634368896484
0.028125, 0.290625, 0.4937315285205841
0.03125, 0.290625, 0.49240267276763916
0.03125, 0.30625, 0.4769243001937866
0.034375, 0.30625, 0.4761379063129425
0.034375, 0.334375, 0.45353350043296814
0.0375, 0.334375, 0.45214366912841797
0.0375, 0.3375, 0.4510601758956909
0.040625, 0.3375, 0.44971463084220886
0.040625, 0.35625, 0.4271741807460785
0.046875, 0.35625, 0.4242595136165619
0.046875, 0.3625, 0.4221342206001282
0.05, 0.3625, 0.4190322458744049
0.05, 0.3875, 0.40494614839553833
0.053125, 0.3875, 0.4043116271495819
0.053125, 0.39375, 0.40294963121414185
0.05625, 0.39375, 0.402522474527359
0.05625, 0.425, 0.38607528805732727
0.065625, 0.425, 0.37795794010162354
0.065625, 0.440625, 0.36563724279403687
0.06875, 0.440625, 0.3648936152458191
0.06875, 0.453125, 0.3624458909034729
0.078125, 0.453125, 0.35449209809303284
0.078125, 0.471875, 0.3520841896533966
0.084375, 0.471875, 0.3500675559043884
0.084375, 0.4875, 0.34341827034950256
0.0875, 0.4875, 0.341096967458725
0.0875, 0.490625, 0.3409603238105774
0.090625, 0.490625, 0.3403606116771698
0.090625, 0.49375, 0.3398285508155823
0.09375, 0.49375, 0.33775994181632996
0.09375, 0.50625, 0.3285396099090576
0.096875, 0.50625, 0.3278113007545471
0.096875, 0.525, 0.32182934880256653
0.1, 0.525, 0.31892624497413635
0.1, 0.575, 0.3045252859592438
0.103125, 0.575, 0.30257922410964966
0.103125, 0.5875, 0.2989403009414673
0.10625, 0.5875, 0.29712027311325073
0.10625, 0.6125, 0.29160964488983154
0.109375, 0.6125, 0.2914632558822632
0.109375, 0.615625, 0.2907959520816803
0.11875, 0.615625, 0.2888164818286896
0.11875, 0.634375, 0.28159454464912415
0.128125, 0.634375, 0.2789853811264038
0.128125, 0.653125, 0.26846253871917725
0.134375, 0.653125, 0.26664993166923523
0.134375, 0.659375, 0.26484811305999756
0.1375, 0.659375, 0.26473313570022583
0.1375, 0.678125, 0.25969383120536804
0.140625, 0.678125, 0.25757285952568054
0.140625, 0.68125, 0.25672394037246704
0.14375, 0.68125, 0.25672176480293274
0.14375, 0.6875, 0.25614219903945923
0.146875, 0.6875, 0.25213539600372314
0.146875, 0.69375, 0.25000184774398804
0.15625, 0.69375, 0.24362628161907196
0.15625, 0.70625, 0.24265156686306
0.159375, 0.70625, 0.23986251652240753
0.159375, 0.7125, 0.23904110491275787
0.1625, 0.7125, 0.23691783845424652
0.1625, 0.715625, 0.2366795688867569
0.165625, 0.715625, 0.235785111784935
0.165625, 0.71875, 0.2326594740152359
0.16875, 0.71875, 0.23253671824932098
0.16875, 0.721875, 0.23221956193447113
0.171875, 0.721875, 0.2307906597852707
0.171875, 0.73125, 0.22668054699897766
0.178125, 0.73125, 0.22437678277492523
0.178125, 0.734375, 0.22389741241931915
0.196875, 0.734375, 0.21403367817401886
0.196875, 0.7375, 0.2138182520866394
0.2, 0.7375, 0.2135774791240692
0.2, 0.740625, 0.21165886521339417
0.20625, 0.740625, 0.2112315148115158
0.20625, 0.746875, 0.20950989425182343
0.215625, 0.746875, 0.20634602010250092
0.215625, 0.759375, 0.19877205789089203
0.21875, 0.759375, 0.19873487949371338
0.21875, 0.76875, 0.19655995070934296
0.221875, 0.76875, 0.19647319614887238
0.221875, 0.7875, 0.19205905497074127
0.228125, 0.7875, 0.19161257147789001
0.228125, 0.79375, 0.18970169126987457
0.240625, 0.79375, 0.18854039907455444
0.240625, 0.796875, 0.18830333650112152
0.24375, 0.796875, 0.1872689127922058
0.24375, 0.80625, 0.18509122729301453
0.246875, 0.80625, 0.18475081026554108
0.246875, 0.815625, 0.18317550420761108
0.25, 0.815625, 0.18310579657554626
0.25, 0.825, 0.18197964131832123
0.253125, 0.825, 0.17918889224529266
0.253125, 0.828125, 0.1788908988237381
0.25625, 0.828125, 0.1780199259519577
0.25625, 0.83125, 0.17782846093177795
0.259375, 0.83125, 0.17745213210582733
0.259375, 0.834375, 0.17726555466651917
0.278125, 0.834375, 0.1743280291557312
0.278125, 0.8375, 0.17392584681510925
0.28125, 0.8375, 0.1733824461698532
0.28125, 0.84375, 0.17195183038711548
0.296875, 0.84375, 0.1666451394557953
0.296875, 0.846875, 0.16557808220386505
0.3, 0.846875, 0.1653991937637329
0.3, 0.85, 0.16453401744365692
0.30625, 0.85, 0.16162285208702087
0.30625, 0.853125, 0.16055944561958313
0.315625, 0.853125, 0.15961019694805145
0.315625, 0.8625, 0.1587754786014557
0.31875, 0.8625, 0.15871360898017883
0.31875, 0.865625, 0.15823599696159363
0.33125, 0.865625, 0.15660367906093597
0.33125, 0.86875, 0.1561509370803833
0.334375, 0.86875, 0.15607215464115143
