False Positive Rate(%), False Negative Rate(%), Thresholds
0.0, 1.0, inf
0.0, 0.996875, 1.4631922245025635
0.0, 0.975, 1.3124829530715942
0.003125, 0.975, 1.2425203323364258
0.003125, 0.840625, 0.8065857887268066
0.00625, 0.840625, 0.7914119958877563
0.00625, 0.81875, 0.7686428427696228
0.009375, 0.81875, 0.7663220167160034
0.009375, 0.75, 0.7095030546188354
0.0125, 0.75, 0.7083701491355896
0.0125, 0.6875, 0.6264628767967224
0.015625, 0.6875, 0.6241898536682129
0.015625, 0.65625, 0.5954449772834778
0.01875, 0.65625, 0.5947332382202148
0.01875, 0.609375, 0.5443974137306213
0.021875, 0.609375, 0.5397592782974243
0.021875, 0.590625, 0.5298744440078735
0.025, 0.590625, 0.5280326008796692
0.025, 0.540625, 0.4855377674102783
0.028125, 0.540625, 0.484417200088501
0.028125, 0.5125, 0.4596477150917053
0.034375, 0.5125, 0.45702022314071655
0.034375, 0.50625, 0.4560720920562744
0.0375, 0.50625, 0.4550694525241852
0.0375, 0.5, 0.4512898027896881
0.040625, 0.5, 0.4505501985549927
0.040625, 0.478125, 0.4305000305175781
0.04375, 0.478125, 0.42971205711364746
0.04375, 0.44062500000000004, 0.40815526247024536
0.046875, 0.44062500000000004, 0.4061301648616791
0.046875, 0.4375, 0.40169820189476013
0.05, 0.4375, 0.40017643570899963
0.05, 0.43437499999999996, 0.39838385581970215
0.053125, 0.43437499999999996, 0.3981597423553467
0.053125, 0.4, 0.37267446517944336
0.059375, 0.4, 0.37078604102134705
0.059375, 0.384375, 0.3675931394100189
0.0625, 0.384375, 0.3639075458049774
0.0625, 0.38125, 0.36116823554039
0.065625, 0.38125, 0.3591712713241577
0.065625, 0.37812500000000004, 0.35488834977149963
0.06875, 0.37812500000000004, 0.34926480054855347
0.06875, 0.375, 0.3484131395816803
0.071875, 0.375, 0.3446417450904846
0.071875, 0.36875, 0.3440706729888916
0.078125, 0.36875, 0.341496080160141
0.078125, 0.365625, 0.33902475237846375
0.08125, 0.365625, 0.33233243227005005
0.08125, 0.359375, 0.3305973708629608
0.084375, 0.359375, 0.3304295837879181
0.084375, 0.34687500000000004, 0.3279978036880493
0.0875, 0.34687500000000004, 0.3278254270553589
0.0875, 0.321875, 0.31561461091041565
0.090625, 0.321875, 0.312711626291275
0.090625, 0.31562500000000004, 0.3114408850669861
0.103125, 0.31562500000000004, 0.30282559990882874
0.103125, 0.303125, 0.29574355483055115
0.10625, 0.303125, 0.29518866539001465
0.10625, 0.29374999999999996, 0.2912514805793762
0.109375, 0.29374999999999996, 0.2890741229057312
0.109375, 0.2875, 0.27858981490135193
0.121875, 0.2875, 0.27297279238700867
0.121875, 0.275, 0.2691979706287384
0.128125, 0.275, 0.2665911912918091
0.128125, 0.271875, 0.2652801275253296
0.13125, 0.271875, 0.2650831937789917
0.13125, 0.265625, 0.2632257044315338
0.146875, 0.265625, 0.25787171721458435
0.146875, 0.25625, 0.25440725684165955
0.15, 0.25625, 0.25276288390159607
0.15, 0.25312500000000004, 0.24952219426631927
0.15625, 0.25312500000000004, 0.2485208809375763
0.15625, 0.25, 0.24778999388217926
0.171875, 0.25, 0.24467350542545319
0.171875, 0.24687499999999996, 0.24365374445915222
0.175, 0.24687499999999996, 0.24342136085033417
0.175, 0.24062499999999998, 0.24244780838489532
0.18125, 0.24062499999999998, 0.24094660580158234
0.18125, 0.23750000000000004, 0.24064579606056213
0.1875, 0.23750000000000004, 0.24007092416286469
0.1875, 0.234375, 0.24005292356014252
0.19375, 0.234375, 0.23764148354530334
0.19375, 0.23124999999999996, 0.23759961128234863
0.196875, 0.23124999999999996, 0.2374161034822464
0.196875, 0.22499999999999998, 0.23620638251304626
0.2, 0.22499999999999998, 0.23591288924217224
0.2, 0.21250000000000002, 0.2313711941242218
0.203125, 0.21250000000000002, 0.23094059526920319
0.203125, 0.20937499999999998, 0.2301153689622879
0.20625, 0.20937499999999998, 0.22763149440288544
0.20625, 0.203125, 0.22674094140529633
0.2125, 0.203125, 0.22279945015907288
0.2125, 0.19999999999999996, 0.2214684635400772
0.215625, 0.19999999999999996, 0.2207862138748169
0.215625, 0.19374999999999998, 0.21924880146980286
0.24375, 0.19374999999999998, 0.21421882510185242
0.24375, 0.19062500000000004, 0.21414873003959656
0.25, 0.19062500000000004, 0.2134462147951126
0.25, 0.1875, 0.21292077004909515
0.259375, 0.1875, 0.20990172028541565
0.259375, 0.18125000000000002, 0.2074463814496994
0.265625, 0.18125000000000002, 0.20483745634555817
0.265625, 0.16874999999999996, 0.20197926461696625
0.271875, 0.16874999999999996, 0.19889038801193237
0.271875, 0.16562500000000002, 0.19814081490039825
0.278125, 0.16562500000000002, 0.19771718978881836
0.278125, 0.16249999999999998, 0.19678974151611328
0.284375, 0.16249999999999998, 0.1943352371454239
0.284375, 0.15937500000000004, 0.19415661692619324
0.296875, 0.15937500000000004, 0.19202212989330292
0.296875, 0.15625, 0.19092635810375214
0.303125, 0.15625, 0.18909502029418945
0.303125, 0.14687499999999998, 0.18765853345394135
0.309375, 0.14687499999999998, 0.1873808354139328
0.309375, 0.140625, 0.18548701703548431
0.328125, 0.140625, 0.1830022782087326
0.328125, 0.13749999999999996, 0.18277056515216827
0.334375, 0.13749999999999996, 0.17948096990585327
0.334375, 0.13437500000000002, 0.17875468730926514
0.340625, 0.13437500000000002, 0.17810240387916565
0.340625, 0.13124999999999998, 0.1774061769247055
0.34375, 0.13124999999999998, 0.17667998373508453
0.34375, 0.125, 0.17554493248462677
0.353125, 0.125, 0.1741468906402588
