False Positive Rate(%), True Positive Rate(%), Thresholds
0.0, 0.0, inf
0.0, 0.01, 0.9355817437171936
0.0, 0.43, 0.5214062929153442
0.01, 0.43, 0.5133450031280518
0.01, 0.46, 0.5011810660362244
0.02, 0.46, 0.4667939841747284
0.02, 0.51, 0.4291982054710388
0.03, 0.51, 0.42532145977020264
0.03, 0.53, 0.4208175241947174
0.04, 0.53, 0.4179140627384186
0.04, 0.66, 0.36535176634788513
0.06, 0.66, 0.35227951407432556
0.06, 0.69, 0.33194586634635925
0.08, 0.69, 0.32305940985679626
0.08, 0.72, 0.3162853419780731
0.09, 0.72, 0.3145335912704468
0.09, 0.75, 0.3088363707065582
0.11, 0.75, 0.30461961030960083
0.11, 0.76, 0.2890183925628662
0.13, 0.76, 0.2719859778881073
0.13, 0.79, 0.2591503858566284
0.14, 0.79, 0.25646543502807617
0.14, 0.81, 0.23855243623256683
0.16, 0.81, 0.23290777206420898
0.16, 0.84, 0.22568440437316895
0.21, 0.84, 0.19949986040592194
0.21, 0.85, 0.19645684957504272
0.22, 0.85, 0.19316911697387695
0.22, 0.86, 0.19237209856510162
0.23, 0.86, 0.18745487928390503
0.23, 0.89, 0.18123957514762878
0.25, 0.89, 0.17553181946277618
0.25, 0.9, 0.17003178596496582
0.26, 0.9, 0.1694004386663437
0.26, 0.91, 0.16618959605693817
0.29, 0.91, 0.16246691346168518
0.29, 0.92, 0.1598040610551834
0.3, 0.92, 0.15047946572303772
0.3, 0.96, 0.1331469714641571
0.33, 0.96, 0.12901492416858673
0.33, 0.97, 0.12449131906032562
0.36, 0.97, 0.12061364203691483
0.36, 0.98, 0.11853999644517899
0.79, 0.98, 0.05764346197247505
0.79, 0.99, 0.057110972702503204
0.87, 0.99, 0.047945696860551834
0.87, 1.0, 0.043334465473890305
1.0, 1.0, 0.012710324488580227
